Label,LeftEyebrow,RightEyebrow,LeftLip,RightLip,LipHeight,LipWidth,LeftEyeHeight,LeftEyeWidth,RightEyeHeight,RightEyeWidth,LipsToNose,NoseHeight,NoseWidth,LeftEyeToLeftLip,RightEyeToRightLip
Surprise,5.203203,5.366057,4.613759,4.539253,1.691062,2.725011,1.266073,2.337671,1.221945,1.295937,2.690539,9.762163,6.163709,4.044492,4.585549
Surprise,5.237302,5.163361,5.214287,5.5146,2.622724,2.915327,1.267075,2.156227,1.309953,1.346703,3.622097,8.627356,6.123749,4.465493,4.040152
Surprise,5.450726,5.33085,5.497926,5.493557,2.956841,2.869895,1.177936,2.292913,1.2112,1.2112,3.956761,9.145403,6.220424,4.124615,4.08735
Surprise,5.673352,5.618664,4.642235,5.219047,2.576135,2.470532,1.322396,2.21726,1.33344,1.428571,3.575242,8.447813,6.03258,4.366223,3.725289
Surprise,4.911253,5.049528,5.791074,5.962928,3.55419,3.294489,1.352647,2.415121,1.229538,1.306094,4.553208,9.608203,7.059751,3.818086,3.679215
Surprise,5.907887,5.982605,6.001833,6.615707,3.037369,4.694639,1.153001,2.388699,1.229538,1.266073,4.031129,9.63943,7.353426,3.573687,3.318318
Surprise,5.68964,5.374561,5.458168,5.485188,3.119869,3.133371,1.157883,2.375612,1.274755,1.315192,4.118553,9.100904,6.441046,3.792364,3.713893
Surprise,5.402452,5.444929,6.480461,6.359641,4.047371,3.836795,1.192928,2.338892,1.278977,1.358913,5.046743,9.564714,7.135801,3.768142,4.011648
Surprise,5.191906,5.140175,5.655033,5.556975,2.844311,3.420764,1.291293,2.306733,1.220106,1.285927,3.844081,9.208155,6.634887,3.888266,3.972821
Surprise,5.843037,5.611496,5.791204,6.039938,3.329561,3.568654,1.32579,2.201813,1.286694,1.380213,4.32869,9.229654,6.491191,4.338653,4.276095
Surprise,6.049586,5.986922,5.224266,4.899955,2.343998,3.196783,1.222961,2.340548,1.189834,1.32571,3.341059,9.829378,6.538072,3.672024,4.258279
Surprise,5.833019,5.649777,5.491738,5.34483,3.118666,3.118967,1.380537,2.497057,1.237942,1.308625,4.115819,10.6395,6.590403,3.639753,3.968888
Surprise,5.561467,5.478524,6.358172,6.439845,4.444728,3.596895,1.192601,2.4412,1.192601,1.317758,5.444117,9.878261,6.681291,4.472274,4.352672
Surprise,5.292334,5.356879,6.461643,6.002004,3.896414,3.750644,1.179056,2.311694,1.189414,1.227144,4.894141,8.815718,6.725968,4.037158,4.317407
Surprise,5.794688,5.679885,5.852776,5.703854,2.890736,3.731677,1.237381,2.223611,1.226865,1.257824,3.889709,10.83192,7.344404,3.770102,3.614716
Surprise,5.799088,5.385478,5.982685,6.283063,4.010635,3.340391,1.237942,2.254994,1.427747,1.469613,5.006487,10.10103,6.602874,5.344677,3.947251
Surprise,5.947909,6.178045,4.713634,5.082822,2.630673,2.673089,1.327222,2.455567,1.350312,1.509173,3.630385,13.56098,6.693728,4.405428,4.447248
Surprise,5.334139,5.09698,5.747792,5.52978,2.913043,3.046272,1.251557,2.240911,1.281473,1.441068,3.913043,8.881912,6.354956,3.805259,4.119361
Surprise,5.8035,5.674204,5.153454,5.470489,2.929293,2.412606,1.416667,2.475575,1.35109,1.463561,3.928851,8.420183,6.024921,4.488264,4.241824
Surprise,5.718123,5.422596,5.835508,6.239723,3.823463,3.215528,1.321911,2.174176,1.321911,1.435696,4.821728,8.660298,5.985657,4.567502,3.925939
Surprise,4.925696,4.710983,5.213565,5.47892,2.262541,3.173913,1.202082,2.2,1.266073,1.303841,3.262029,7.651824,6.340844,3.598414,3.502189
Surprise,5.591455,5.222583,5.690987,5.357243,2.769867,3.501104,1.344619,2.782804,1.198253,1.243904,3.769109,10.60166,6.90975,3.656428,3.869184
Surprise,5.817139,5.249325,5.476125,6.164061,3.234629,3.062242,1.280044,2.38591,1.341641,1.433876,4.230576,9.423271,6.529223,4.858991,3.946761
Surprise,5.202926,5.1463,5.94179,5.767397,3.305492,3.048443,1.11589,2.495206,1.234519,1.42943,4.305226,10.45223,6.436973,3.961461,4.034996
Surprise,5.968163,5.923976,4.527485,4.961651,2.37037,2.374995,1.22266,2.130919,1.267075,1.369931,3.37037,9.91746,6.042849,4.621659,4.221135
Surprise,5.024723,5.08182,5.609683,5.963458,2.91321,3.017246,1.153001,2.224199,1.280044,1.325427,3.913209,8.6456,6.259066,3.855599,3.802252
Surprise,5.386867,5.204098,5.412967,5.984213,2.814189,3.516506,1.167262,2.252221,1.206672,1.27557,3.811812,9.232714,6.288356,4.146718,3.457211
Surprise,6.104951,5.830733,5.578108,5.806651,3.757208,3.010631,1.21537,2.573114,1.272547,1.373249,4.756868,10.59561,6.470828,4.734491,5.106699
Surprise,5.382077,5.442783,5.226562,5.303487,2.566107,2.955009,1.274578,2.46638,1.251022,1.423384,3.566088,10.50577,6.45647,4.331216,3.749122
Surprise,5.380702,5.359982,5.36393,5.444791,2.981651,2.803647,1.300158,2.416836,1.23479,1.305193,3.977068,8.957417,6.199999,3.776505,3.784459
Surprise,6.142699,6.000384,5.632345,5.231471,3.259287,3.304865,1.259482,2.130871,1.333333,1.398799,4.256143,13.2033,6.841455,4.475037,4.616025
Surprise,5.514809,5.249876,5.606793,6.322327,3.555341,3.134441,1.147958,2.26044,1.180235,1.251557,4.551824,8.566961,6.333739,5.293959,4.306979
Surprise,5.067965,5.007698,5.12214,5.395846,2.52927,2.889022,1.239654,2.436412,1.311199,1.352647,3.527449,8.48171,6.098367,3.893802,3.586624
Surprise,5.324186,5.291273,5.736557,6.43751,3.805509,3.332617,1.210372,2.170829,1.173743,1.27557,4.805022,10.87179,6.934669,4.271159,4.016995
Surprise,5.073235,5.114685,5.421031,5.413007,2.748248,2.606459,1.21537,2.464122,1.356914,1.399807,3.747781,7.601401,6.149789,3.778973,3.931719
Surprise,5.299545,5.198303,5.296785,5.22013,2.238095,3.095604,1.297701,2.363642,1.297701,1.416667,3.238095,10.33383,6.318368,3.760611,3.751258
Surprise,4.705894,5.023602,5.698357,4.909575,3.497957,2.713979,1.255388,2.469818,1.229273,1.323296,4.497833,10.75324,6.590721,3.770492,4.642717
Surprise,5.207468,5.296591,5.772937,5.713825,3.199691,3.203682,1.177936,2.239096,1.260572,1.295937,4.199688,9.042565,6.365248,4.214161,4.119184
Surprise,5.540576,5.424389,4.842067,5.412139,2.364182,2.80931,1.260572,2.253156,1.254583,1.357143,3.362988,10.3703,6.486669,4.264091,4.100657
Surprise,5.365684,5.397085,4.853893,5.376785,2.243165,2.965359,1.114855,2.359624,1.159762,1.324384,3.236801,10.63915,6.310294,4.121004,3.998602
Surprise,5.246147,5.391589,5.468669,5.558799,3.280976,2.640303,1.292486,2.312319,1.342736,1.382666,4.280747,9.989277,6.46514,4.234857,4.211532
Surprise,5.287583,5.211978,6.05499,6.174757,3.52496,3.475187,1.177936,2.292913,1.346703,1.423597,4.524943,9.116852,6.639649,3.750871,3.63656
Surprise,5.489581,5.492224,6.348864,6.222657,4.042302,3.090724,1.341641,2.596151,1.296263,1.379618,5.040455,10.15485,6.779041,4.693886,4.578159
Surprise,5.775319,5.812861,5.743431,5.725767,4.126765,2.652873,1.286694,2.100786,1.242555,1.279289,5.126328,9.928822,6.929135,5.312444,5.089684
Surprise,5.122245,5.268149,5.537429,5.721612,3.084349,2.956604,1.216385,2.172415,1.248277,1.27557,4.083099,9.108221,6.501494,4.205107,4.732894
Surprise,5.069679,4.692198,5.657357,5.556169,3.039315,3.205552,1.201703,2.384722,1.157883,1.231808,4.038163,10.83127,6.808012,4.100135,4.249791
Surprise,5.559275,5.557558,6.207884,6.59583,4.479335,2.54733,1.266073,2.229482,1.226421,1.33242,5.47337,7.475349,6.036511,5.196878,4.767023
Surprise,5.121818,5.303045,5.199828,5.478955,3.310387,2.6328,1.104904,2.118327,1.132778,1.164558,4.309195,9.194734,6.099184,4.874906,4.438533
Surprise,5.897852,5.733374,4.675072,5.272027,2.44,2.615033,1.244544,2.140094,1.362486,1.439851,3.44,9.751527,6.493821,4.381206,3.740536
Surprise,5.370617,4.973446,5.842402,6.007799,3.840833,2.64,1.255914,1.952529,1.335479,1.31995,4.840661,8.426105,6.206802,4.821288,4.179543
Surprise,5.737018,5.513247,5.527136,6.036154,2.65093,3.995322,1.210241,2.445693,1.098127,1.178511,3.650915,10.25177,7.041236,4.327586,3.452828
Surprise,5.288913,5.450625,4.984895,4.980599,2.769498,2.500296,1.209652,2.230345,1.297701,1.333333,3.769427,11.68728,6.321472,4.636678,5.066129
Surprise,5.314061,5.17649,6.056246,5.586875,3.559121,3.11054,1.240642,2.244021,1.240642,1.316802,4.554382,8.848253,6.753473,3.884324,4.677093
Surprise,5.600998,5.473557,5.854402,5.437975,1.958777,3.379113,1.296084,2.205644,1.231938,1.322286,2.958627,10.19251,7.053544,4.134616,4.272988
Surprise,5.962234,5.957892,7.11982,7.080455,5.093262,3.66207,1.231051,2.117145,1.284424,1.389774,6.082763,8.738844,6.856757,4.501747,4.51875
Surprise,4.707951,4.78767,5.432574,5.525067,2.501389,3.417683,1.125,2.034853,1.20471,1.26561,3.500992,11.57547,6.25982,3.444402,3.313024
Surprise,4.802791,4.650325,4.796281,4.954535,2.082613,3.077884,1.306094,2.388699,1.216385,1.293626,3.080767,11.88686,6.288586,3.459213,3.105903
Surprise,4.956656,4.910567,5.187868,5.700233,2.418103,3.500992,1.132778,2.265556,1.189144,1.25,3.417683,11.10616,6.479527,3.676098,3.054925
Surprise,4.953572,5.147882,5.016495,4.809254,1.428571,3.142857,1.26561,2.462102,1.189144,1.189144,2.428571,10.98876,6.355837,3.389038,3.79616
Surprise,5.105351,5.15013,4.867318,4.572033,1.382666,3.144557,1.132778,2.368675,1.189144,1.189144,2.377591,10.86526,6.423127,3.34767,3.849943
Surprise,5.357354,5.304247,4.666676,4.941073,2.5625,2.503123,1.33038,2.462102,1.26561,1.398482,3.5625,10.08566,6.111042,3.986007,3.899262
Surprise,5.313936,5.241552,4.241216,4.322574,1.17794,3.177015,1.189144,2.313344,1.125,1.256234,2.177265,10.37486,6.166698,3.424823,3.17567
Surprise,5.292875,5.052693,4.931832,5.182385,3.067391,2.600855,1.189144,2.304886,1.23456,1.17444,4.067213,8.952768,6.316982,4.305163,3.91047
Sadness,5.296923,5.520966,4.718988,4.881091,1.045249,3.290635,1.172316,2.577449,1.165316,1.199257,2.045247,11.16195,6.082196,4.070249,3.709069
Sadness,5.458608,5.568733,4.837961,5.144067,1.120017,3.481566,1.137008,2.331513,1.160899,1.207262,2.119786,11.14575,6.321578,4.377174,3.747015
Sadness,5.354734,5.215864,5.642079,5.422173,0.7584078,4.29989,0.9938182,2.208894,1.081665,1.145862,1.757985,11.99805,7.2192,3.585598,3.477103
Sadness,5.442944,5.341574,5.290235,5.05762,0.8281433,4.150585,1.006723,2.296893,1.078455,1.116055,1.827167,11.95103,7.168514,3.34623,3.554205
Sadness,5.52774,5.105687,4.835372,5.507352,0.7379767,3.862471,0.974907,2.346627,0.9402207,0.976299,1.737943,10.4036,6.668311,3.352642,2.871623
Sadness,5.55341,4.969432,4.475501,5.060893,0.6396163,3.384063,1.024064,2.382713,1.018115,1.060256,1.639609,10.29592,6.465203,3.319337,2.80044
Sadness,5.470129,4.982937,4.404201,5.109966,0.6396163,3.363461,1.088448,2.373506,1.001754,1.072184,1.639609,10.7639,6.552461,3.270986,2.869559
Sadness,5.285628,5.688107,4.322158,4.145268,0.731894,2.58862,1.078164,2.421561,1.105067,1.122012,1.731867,13.45442,6.194819,4.124146,4.563333
Sadness,7.018575,6.679034,4.980475,4.820845,0.840238,3.340539,1.04044,2.431076,1.09306,1.154028,1.840109,11.36572,6.186555,3.814778,3.618738
Sadness,6.682965,6.55775,4.628894,4.585185,0.8077719,3.115758,1.14852,2.472247,1.151039,1.241565,1.807358,11.48317,6.178403,3.773199,3.622588
Sadness,5.294631,5.433215,4.675418,4.606333,1.094502,3.226415,1.146117,2.476625,1.122952,1.239653,2.094425,13.96744,6.880552,3.997416,4.269478
Sadness,5.741377,5.399052,5.06149,5.10625,0.9553804,3.453654,1.137169,2.487384,1.205958,1.360041,1.955229,10.90608,6.349631,3.773681,3.859532
Sadness,5.728757,5.701109,5.120605,5.149937,0.8819885,3.546694,1.118034,2.449882,1.152013,1.296773,1.88057,11.25315,6.4842,3.685678,3.838329
Sadness,5.536422,5.18387,5.11606,5.252359,1.025234,3.708751,1.104536,2.247221,1.132054,1.194097,2.02505,11.42693,6.635819,3.613462,3.164325
Sadness,4.900536,4.986992,4.086843,4.109287,0.5884419,2.585578,0.9674299,2.283989,1.009289,1.067469,1.587911,9.377023,5.956919,3.461783,3.652928
Sadness,5.14357,5.070608,4.60258,4.854515,1.044376,3.155833,1.191354,2.36552,1.216853,1.285352,2.043849,11.99896,6.526243,3.917824,3.554008
Sadness,4.989165,4.997787,4.676689,4.791183,1.090909,3.204545,1.210489,2.351639,1.27797,1.343457,2.090909,11.89514,6.524808,3.914111,3.674444
Sadness,5.156001,5.170791,4.729902,4.90144,0.8224176,3.137246,1.17875,2.357501,1.107862,1.173609,1.822417,10.68978,6.496214,3.920812,3.698011
Sadness,5.003956,4.952885,6.615169,6.602513,1.771627,4.998042,1.11479,2.335096,1.121599,1.167822,2.770445,11.72989,8.051796,3.523661,3.537157
Sadness,5.06402,4.851868,6.188813,6.35782,1.685033,4.633448,1.217151,2.412499,1.167536,1.219299,2.684726,12.34971,7.753575,3.555626,3.58205
Sadness,5.162437,4.917881,4.583961,4.36394,0.9800323,2.757867,1.093979,2.296075,1.121114,1.226503,1.980032,9.723441,6.074677,3.49934,4.246654
Sadness,5.188431,5.103833,4.682677,4.418543,0.981835,2.7,1.093849,2.305869,1.137181,1.179242,1.980909,9.575576,6.092799,3.692766,4.333783
Sadness,5.335185,5.208481,4.609716,4.336394,0.9782407,2.735373,1.077049,2.385256,1.082781,1.145923,1.977353,9.90509,6.12829,3.840136,4.332438
Sadness,5.496012,5.268246,5.023478,5.517839,0.8334176,4.058863,1.057632,2.588458,0.9786626,1.042522,1.832124,11.10628,7.3272,3.123817,3.368156
Sadness,5.825599,5.442223,4.697433,5.414795,0.7888288,3.789838,1.086429,2.427145,1.044223,1.11793,1.786828,11.82383,7.058606,3.352549,3.30781
Sadness,5.735416,5.39589,4.909611,5.478672,0.8652341,3.954016,1.175468,2.490388,1.025866,1.14075,1.864778,11.70372,7.254309,3.198572,3.441618
Sadness,5.259772,5.161291,7.578912,8.072936,3.018222,6.814046,1.075137,2.397732,1.048121,1.11642,4.010442,13.45303,8.825392,3.8878,3.482811
Sadness,5.275533,5.323476,4.176739,4.1732,0.6572262,2.476737,1.172368,2.231108,1.133418,1.185764,1.656875,9.006131,5.522876,3.270777,3.4302
Sadness,4.98989,4.875565,4.088799,4.231599,0.7071068,2.359227,1.15283,2.263152,1.117263,1.177047,1.706713,9.045693,5.533503,3.316441,3.519082
Sadness,4.989773,5.118231,4.689777,4.424258,0.9974587,3.206909,1.306094,2.731085,1.197342,1.197342,1.996189,14.80262,6.472594,3.423277,3.919267
Sadness,4.936296,4.88722,4.694008,4.39896,0.7142857,3.214286,1.143544,2.863564,1.063015,1.081665,1.714286,12.59981,6.596582,3.154896,3.76725
Sadness,4.777761,4.92324,4.578217,4.809254,1.357143,2.929442,1.162476,2.581116,1.196843,1.25741,2.357143,12.11268,6.401891,3.313024,3.296253
Sadness,5.011679,4.927692,5.082066,5.063388,1.694055,4.077649,1.03975,2.560089,1.096678,1.096678,2.693406,12.90156,6.572213,3.202994,2.924282
Sadness,5.11116,5.018517,5.038754,4.946054,1.615385,3.846923,1.03975,2.567994,1.170141,1.170141,2.615385,12.56803,6.429453,3.17567,3.030692
Sadness,4.950856,5.058311,4.956872,5.174124,1.847756,3.846923,1,2.891724,1.046848,1.046848,2.847193,13.44127,6.520762,3.056517,3.17567
Sadness,4.685536,5.001598,4.722373,4.246559,0.9019266,2.964383,1.253721,2.49878,1.216385,1.293626,1.901731,9.972483,5.847826,3.170332,3.728129
Sadness,5.0739,4.968354,5.645644,5.680065,1.045363,4.269286,1.089097,2.658824,1.167614,1.224038,2.045362,11.80839,7.235688,3.40002,3.199246
Sadness,5.216638,5.538206,5.697018,5.301352,1.365791,4.093616,1.110831,2.438228,1.226706,1.192928,2.357476,10.9161,7.254601,3.086763,3.598545
